,A,2019-12-03,,,,,,649290,Clostridium pasteurianum,T,987590,Butyribacillus pasteurianus,N,,,,OR,,
,A,2019-12-03,,,,,,649290,Clostridium pasteurianum,T,987591,Clostridium pastorianus,N,,,,OR,,
,A,2019-12-03,,,,,,649291,Clostridium pascui,P,987592,Clostridium pascui,N,,,,OR,,
,A,2019-12-03,,,,,,649292,Clostridium paraputrificum,P,987593,Clostridium paraputrificum,N,,,,OR,,
,A,2019-12-03,,,,,,652374,Arcanobacterium phocisimile,P,991448,Arcanobacterium phocisimile,N,,,,OR,,
,A,2019-12-03,,,,,,652375,Arcanobacterium phocae,P,991449,Arcanobacterium phocae,N,,,,OR,,
,A,2019-12-03,,,,,,652376,Arcanobacterium ihumii,P,991450,Arcanobacterium ihumii,N,,,,OR,,
,A,2019-12-03,,,,,,652377,Arcanobacterium hippocoleae,P,991451,Arcanobacterium hippocoleae,N,,,,OR,,
,A,2019-12-03,,,,,,652378,Arcanobacterium haemolyticum,P,991452,Arcanobacterium haemolyticum,N,,,,OR,,
,A,2019-12-03,,,,,,652378,Arcanobacterium haemolyticum,T,991453,Corynebacterium haemolyticum,N,,,,OR,,
,A,2019-12-03,,,,,,652379,Arcanobacterium canis,P,991454,Arcanobacterium canis,N,,,,OR,,
,A,2019-12-03,,,,,,652380,Arboricoccus pini,P,991455,Arboricoccus pini,N,,,,OR,,
,A,2019-12-03,,,,,,652380,Arboricoccus pini,T,991456,Arboriscoccus pini,N,,,,OR,,
,A,2019-12-03,,,,,,652381,Aranicola proteolyticus,P,991457,Aranicola proteolyticus,N,,,,OR,,
,A,2019-12-03,,,,,,652382,Arachidicoccus rhizosphaerae,P,991458,Arachidicoccus rhizosphaerae,N,,,,OR,,
,A,2019-12-03,,,,,,652383,Arachidicoccus ginsenosidivorans,P,991459,Arachidicoccus ginsenosidivorans,N,,,,OR,,
,A,2019-12-03,,,,,,652384,Arabia massiliensis,P,991460,Arabia massiliensis,N,,,,OR,,
,A,2019-12-03,,,,,,652385,Aquitalea pelogenes,P,991461,Aquitalea pelogenes,N,,,,OR,,
,A,2019-12-03,,,,,,652386,Aquitalea magnusonii,P,991462,Aquitalea magnusonii,N,,,,OR,,
,A,2019-12-03,,,,,,652387,Aquitalea denitrificans,P,991463,Aquitalea denitrificans,N,,,,OR,,
,A,2019-12-03,,,,,,652388,Aquisphaera giovannonii,P,991464,Aquisphaera giovannonii,N,,,,OR,,
,A,2019-12-03,,,,,,652389,Aquisalinus flavus,P,991465,Aquisalinus flavus,N,,,,OR,,
,A,2019-12-03,,,,,,652390,Aquisalimonas lutea,P,991466,Aquisalimonas lutea,N,,,,OR,,
,A,2019-12-03,,,,,,652391,Aquisalimonas halophila,P,991467,Aquisalimonas halophila,N,,,,OR,,
,A,2019-12-03,,,,,,652392,Aquisalimonas asiatica,P,991468,Aquisalimonas asiatica,N,,,,OR,,
,A,2019-12-03,,,,,,652393,Aquisalibacillus elongatus,P,991469,Aquisalibacillus elongatus,N,,,,OR,,
,A,2019-12-03,,,,,,652394,Aquipuribacter nitratireducens,P,991470,Aquipuribacter nitratireducens,N,,,,OR,,
,A,2019-12-03,,,,,,652395,Aquipuribacter hungaricus,P,991471,Aquipuribacter hungaricus,N,,,,OR,,
,A,2019-12-03,,,,,,652396,Aquincola tertiaricarbonis,P,991472,Aquincola tertiaricarbonis,N,,,,OR,,
,A,2019-12-03,,,,,,652397,Aquincola amnicola,P,991473,Aquincola amnicola,N,,,,OR,,
,A,2019-12-03,,,,,,652398,Aquimonas voraii,P,991474,Aquimonas voraii,N,,,,OR,,
,A,2019-12-03,,,,,,652399,Aquimixticola soesokkakensis,P,991475,Aquimixticola soesokkakensis,N,,,,OR,,
,A,2019-12-03,,,,,,652400,Aquimarina versatilis,P,991476,Aquimarina versatilis,N,,,,OR,,
,A,2019-12-03,,,,,,652401,Aquimarina spongiicola,P,991477,Aquimarina spongiicola,N,,,,OR,,
,A,2019-12-03,,,,,,652402,Aquimarina spongiae,P,991478,Aquimarina spongiae,N,,,,OR,,
,A,2019-12-03,,,,,,652403,Aquimarina seongsanensis,P,991479,Aquimarina seongsanensis,N,,,,OR,,
,A,2019-12-03,,,,,,652404,Aquimarina sediminis,P,991480,Aquimarina sediminis,N,,,,OR,,
,A,2019-12-03,,,,,,652405,Aquimarina salinaria,P,991481,Aquimarina salinaria,N,,,,OR,,
,A,2019-12-03,,,,,,652406,Aquimarina rubra,P,991482,Aquimarina rubra,N,,,,OR,,
,A,2019-12-03,,,,,,652407,Aquimarina penaei,P,991483,Aquimarina penaei,N,,,,OR,,
,A,2019-12-03,,,,,,652408,Aquimarina pacifica,P,991484,Aquimarina pacifica,N,,,,OR,,
,A,2019-12-03,,,,,,652409,Aquimarina mytili,P,991485,Aquimarina mytili,N,,,,OR,,
,A,2019-12-03,,,,,,652410,Aquimarina muelleri,P,991486,Aquimarina muelleri,N,,,,OR,,
,A,2019-12-03,,,,,,652411,Aquimarina megaterium,P,991487,Aquimarina megaterium,N,,,,OR,,
,A,2019-12-03,,,,,,652412,Aquimarina macrocephali,P,991488,Aquimarina macrocephali,N,,,,OR,,
,A,2019-12-03,,,,,,652413,Aquimarina longa,P,991489,Aquimarina longa,N,,,,OR,,
,A,2019-12-03,,,,,,652414,Aquimarina litoralis,P,991490,Aquimarina litoralis,N,,,,OR,,
,A,2019-12-03,,,,,,652415,Aquimarina latercula,T,991492,Cytophaga latercula,N,,,,OR,,
,A,2019-12-03,,,,,,652415,Aquimarina latercula,P,991491,Aquimarina latercula,N,,,,OR,,
,A,2019-12-03,,,,,,652415,Aquimarina latercula,T,991493,Stanierella latercula,N,,,,OR,,
,A,2019-12-03,,,,,,652416,Aquimarina intermedia,P,991494,Aquimarina intermedia,N,,,,OR,,
,A,2019-12-03,,,,,,652417,Aquimarina hainanensis,P,991495,Aquimarina hainanensis,N,,,,OR,,
,A,2019-12-03,,,,,,652418,Aquimarina gracilis,P,991496,Aquimarina gracilis,N,,,,OR,,
,A,2019-12-03,,,,,,652419,Aquimarina celericrescens,P,991497,Aquimarina celericrescens,N,,,,OR,,
,A,2019-12-03,,,,,,652420,Aquimarina brevivitae,P,991498,Aquimarina brevivitae,N,,,,OR,,
,A,2019-12-03,,,,,,652420,Aquimarina brevivitae,T,991499,Gaetbulimicrobium brevivitae,N,,,,OR,,
,A,2019-12-03,,,,,,652421,Aquimarina atlantica,P,991500,Aquimarina atlantica,N,,,,OR,,
,A,2019-12-03,,,,,,652422,Aquimarina amphilecti,P,991501,Aquimarina amphilecti,N,,,,OR,,
,A,2019-12-03,,,,,,652423,Aquimarina algiphila,P,991502,Aquimarina algiphila,N,,,,OR,,
,A,2019-12-03,,,,,,652424,Aquimarina aggregata,P,991503,Aquimarina aggregata,N,,,,OR,,
,A,2019-12-03,,,,,,652425,Aquimarina agarivorans,P,991504,Aquimarina agarivorans,N,,,,OR,,
,A,2019-12-03,,,,,,652426,Aquimarina agarilytica,P,991505,Aquimarina agarilytica,N,,,,OR,,
,A,2019-12-03,,,,,,652427,Aquimarina addita,P,991506,Aquimarina addita,N,,,,OR,,
,A,2019-12-03,,,,,,652428,Aquihabitans daechungensis,P,991507,Aquihabitans daechungensis,N,,,,OR,,
,A,2019-12-03,,,,,,652429,Aquiflexum balticum,P,991508,Aquiflexum balticum,N,,,,OR,,
,A,2019-12-03,,,,,,652430,Aquifex pyrophilus,P,991509,Aquifex pyrophilus,N,,,,OR,,
,A,2019-12-03,,,,,,652431,Aquifex aeolicus,P,991510,Aquifex aeolicus,N,,,,OR,,
,A,2019-12-03,,,,,,652432,Aquidulcibacter paucihalophilus,P,991511,Aquidulcibacter paucihalophilus,N,,,,OR,,
,A,2019-12-03,,,,,,652433,Aquicoccus porphyridii,P,991512,Aquicoccus porphyridii,N,,,,OR,,
,A,2019-12-03,,,,,,652434,Aquicella siphonis,P,991513,Aquicella siphonis,N,,,,OR,,
,A,2019-12-03,,,,,,652435,Aquicella lusitana,P,991514,Aquicella lusitana,N,,,,OR,,
,A,2019-12-03,,,,,,652436,Aquibacter zeaxanthinifaciens,P,991515,Aquibacter zeaxanthinifaciens,N,,,,OR,,
,A,2019-12-03,,,,,,652437,Aquibacillus salifodinae,P,991516,Aquibacillus salifodinae,N,,,,OR,,
,A,2019-12-03,,,,,,652438,Aquibacillus koreensis,P,991517,Aquibacillus koreensis,N,,,,OR,,
,A,2019-12-03,,,,,,642617,Paenibacillus mobilis,P,979214,Paenibacillus mobilis,N,,,,OR,,
,A,2019-12-03,,,,,,642618,Paenibacillus methanolicus,P,979215,Paenibacillus methanolicus,N,,,,OR,,
,A,2019-12-03,,,,,,642619,Paenibacillus mendelii,P,979216,Paenibacillus mendelii,N,,,,OR,,
,A,2019-12-03,,,,,,642620,Paenibacillus medicaginis,P,979217,Paenibacillus medicaginis,N,,,,OR,,
,A,2019-12-03,,,,,,642621,Paenibacillus massiliensis,P,979218,Paenibacillus massiliensis,N,,,,OR,,
,A,2019-12-03,,,,,,642622,Paenibacillus marinum,P,979219,Paenibacillus marinum,N,,,,OR,,
,A,2019-12-03,,,,,,642623,Paenibacillus marinisediminis,P,979220,Paenibacillus marinisediminis,N,,,,OR,,
,A,2019-12-03,,,,,,642624,Paenibacillus marchantiophytorum,P,979221,Paenibacillus marchantiophytorum,N,,,,OR,,
,A,2019-12-03,,,,,,642625,Paenibacillus macquariensis subsp. macquariensis,P,979222,Paenibacillus macquariensis subsp. macquariensis,N,,,,OR,,
,A,2019-12-03,,,,,,642626,Paenibacillus macquariensis subsp. defensor,P,979223,Paenibacillus macquariensis subsp. defensor,N,,,,OR,,
,A,2019-12-03,,,,,,642627,Paenibacillus macquariensis,T,979225,Bacillus macquariensis,N,,,,OR,,
,A,2019-12-03,,,,,,642627,Paenibacillus macquariensis,P,979224,Paenibacillus macquariensis,N,,,,OR,,
,A,2019-12-03,,,,,,642628,Paenibacillus macerans,P,979226,Paenibacillus macerans,N,,,,OR,,
,A,2019-12-03,,,,,,642628,Paenibacillus macerans,T,979227,Aerobacillus macerans,N,,,,OR,,
,A,2019-12-03,,,,,,642628,Paenibacillus macerans,T,979228,Bacillus macerans,N,,,,OR,,
,A,2019-12-03,,,,,,642628,Paenibacillus macerans,T,979229,Bactrillum macerans,N,,,,OR,,
,A,2019-12-03,,,,,,642628,Paenibacillus macerans,T,979230,Zymobacillus macerans,N,,,,OR,,
,A,2019-12-03,,,,,,642629,Paenibacillus luteus,P,979231,Paenibacillus luteus,N,,,,OR,,
,A,2019-12-03,,,,,,642630,Paenibacillus lupini,P,979232,Paenibacillus lupini,N,,,,OR,,
,A,2019-12-03,,,,,,642631,Paenibacillus limicola,P,979233,Paenibacillus limicola,N,,,,OR,,
,A,2019-12-03,,,,,,642632,Paenibacillus liaoningensis,P,979234,Paenibacillus liaoningensis,N,,,,OR,,
,A,2019-12-03,,,,,,642633,Paenibacillus lentus,P,979235,Paenibacillus lentus,N,,,,OR,,
,A,2019-12-03,,,,,,642634,Paenibacillus lentimorbus,P,979236,Paenibacillus lentimorbus,N,,,,OR,,
,A,2019-12-03,,,,,,642634,Paenibacillus lentimorbus,T,979237,Bacillus lentimorbus,N,,,,OR,,
,A,2019-12-03,,,,,,642635,Paenibacillus lemnae,P,979238,Paenibacillus lemnae,N,,,,OR,,
,A,2019-12-03,,,,,,644493,Phyllobacterium salinisoli,P,981503,Phyllobacterium salinisoli,N,,,,OR,,
,A,2019-12-03,,,,,,644494,Novosphingobium rosa,T,981505,Novosphingobium roseae,N,,,,OR,,
,A,2019-12-03,,,,,,644494,Novosphingobium rosa,P,981504,Novosphingobium rosa,N,,,,OR,,
,A,2019-12-03,,,,,,644494,Novosphingobium rosa,T,981506,Sphingomonas rosa,N,,,,OR,,
,A,2019-12-03,,,,,,641644,Mycolicibacterium conceptionense,T,978020,Mycobacterium conceptionense,N,,,,OR,,
,A,2019-12-03,,,,,,641645,Mycolicibacterium chubuense,T,978022,Mycobacterium chubuense,N,,,,OR,,
,A,2019-12-03,,,,,,641645,Mycolicibacterium chubuense,P,978021,Mycolicibacterium chubuense,N,,,,OR,,
,A,2019-12-03,,,,,,641646,Mycolicibacterium chlorophenolicum,P,978023,Mycolicibacterium chlorophenolicum,N,,,,OR,,
,A,2019-12-03,,,,,,641646,Mycolicibacterium chlorophenolicum,T,978024,Mycobacterium chlorophenolicum,N,,,,OR,,
,A,2019-12-03,,,,,,641646,Mycolicibacterium chlorophenolicum,T,978025,Mycobacterium chlorophenolicus,N,,,,OR,,
,A,2019-12-03,,,,,,641646,Mycolicibacterium chlorophenolicum,T,978026,Rhodococcus chlorophenolicus,N,,,,OR,,
,A,2019-12-03,,,,,,641647,Mycolicibacterium chitae,T,978028,Mycobacterium chitae,N,,,,OR,,
,A,2019-12-03,,,,,,641647,Mycolicibacterium chitae,P,978027,Mycolicibacterium chitae,N,,,,OR,,
,A,2019-12-03,,,,,,641648,Mycolicibacterium celeriflavum,P,978029,Mycolicibacterium celeriflavum,N,,,,OR,,
,A,2019-12-03,,,,,,641648,Mycolicibacterium celeriflavum,T,978030,Mycobacterium celeriflavum,N,,,,OR,,
,A,2019-12-03,,,,,,641649,Mycolicibacterium canariasense,T,978032,Mycobacterium canariasense,N,,,,OR,,
,A,2019-12-03,,,,,,641649,Mycolicibacterium canariasense,P,978031,Mycolicibacterium canariasense,N,,,,OR,,
,A,2019-12-03,,,,,,641650,Mycolicibacterium brumae,P,978033,Mycolicibacterium brumae,N,,,,OR,,
,A,2019-12-03,,,,,,644463,Pilimelia columellifera subsp. pallida,P,981473,Pilimelia columellifera subsp. pallida,N,,,,OR,,
,A,2019-12-03,,,,,,644464,Pilimelia columellifera subsp. columellifera,P,981474,Pilimelia columellifera subsp. columellifera,N,,,,OR,,
,A,2019-12-03,,,,,,644465,Pilimelia columellifera,P,981475,Pilimelia columellifera,N,,,,OR,,
,A,2019-12-03,,,,,,644466,Pilimelia anulata,P,981476,Pilimelia anulata,N,,,,OR,,
,A,2019-12-03,,,,,,644467,Pilibacter termitis,P,981477,Pilibacter termitis,N,,,,OR,,
,A,2019-12-03,,,,,,644468,Pigmentiphaga soli,P,981478,Pigmentiphaga soli,N,,,,OR,,
,A,2019-12-03,,,,,,644469,Pigmentiphaga litoralis,P,981479,Pigmentiphaga litoralis,N,,,,OR,,
,A,2019-12-03,,,,,,644470,Pigmentiphaga kullae,P,981480,Pigmentiphaga kullae,N,,,,OR,,
,A,2019-12-03,,,,,,644471,Pigmentiphaga daeguensis,P,981481,Pigmentiphaga daeguensis,N,,,,OR,,
,A,2019-12-03,,,,,,644472,Pigmentiphaga aceris,P,981482,Pigmentiphaga aceris,N,,,,OR,,
,A,2019-12-03,,,,,,644473,Piezobacter thermophilus,P,981483,Piezobacter thermophilus,N,,,,OR,,
,A,2019-12-03,,,,,,644474,Pibocella ponti,P,981484,Pibocella ponti,N,,,,OR,,
,A,2019-12-03,,,,,,644475,Phytomonospora endophytica,P,981485,Phytomonospora endophytica,N,,,,OR,,
,A,2019-12-03,,,,,,644476,Phytomonospora cypria,P,981486,Phytomonospora cypria,N,,,,OR,,
,A,2019-12-03,,,,,,644477,Phytohabitans suffuscus,P,981487,Phytohabitans suffuscus,N,,,,OR,,
,A,2019-12-03,,,,,,644478,Phytohabitans rumicis,P,981488,Phytohabitans rumicis,N,,,,OR,,
,A,2019-12-03,,,,,,644479,Phytohabitans kaempferiae,P,981489,Phytohabitans kaempferiae,N,,,,OR,,
,A,2019-12-03,,,,,,644480,Phytohabitans houttuyneae,P,981490,Phytohabitans houttuyneae,N,,,,OR,,
,A,2019-12-03,,,,,,644481,Phytohabitans flavus,P,981491,Phytohabitans flavus,N,,,,OR,,
,A,2019-12-03,,,,,,644482,Phytobacter ursingii,P,981492,Phytobacter ursingii,N,,,,OR,,
,A,2019-12-03,,,,,,644483,Phytobacter diazotrophicus,P,981493,Phytobacter diazotrophicus,N,,,,OR,,
,A,2019-12-03,,,,,,644484,Phytoactinopolyspora halotolerans,P,981494,Phytoactinopolyspora halotolerans,N,,,,OR,,
,A,2019-12-03,,,,,,645834,Kribbella koreensis,P,983210,Kribbella koreensis,N,,,,OR,,
,A,2019-12-03,,,,,,645835,Kribbella karoonensis,P,983212,Kribbella karoonensis,N,,,,OR,,
,A,2019-12-03,,,,,,645836,Kribbella jejuensis,P,983213,Kribbella jejuensis,N,,,,OR,,
,A,2019-12-03,,,,,,642271,Paenibacillus senegalimassiliensis,P,978800,Paenibacillus senegalimassiliensis,N,,,,OR,,
,A,2019-12-03,,,,,,642272,Paenibacillus senegalensis,P,978801,Paenibacillus senegalensis,N,,,,OR,,
,A,2019-12-03,,,,,,649437,Humitalea rosea,P,987787,Humitalea rosea,N,,,,OR,,
,A,2019-12-03,,,,,,642273,Paenibacillus selenitireducens,P,978802,Paenibacillus selenitireducens,N,,,,OR,,
,A,2019-12-03,,,,,,642274,Paenibacillus selenii,P,978803,Paenibacillus selenii,N,,,,OR,,
,A,2019-12-03,,,,,,642275,Paenibacillus segetis,P,978804,Paenibacillus segetis,N,,,,OR,,
,A,2019-12-03,,,,,,642276,Paenibacillus sediminis,P,978805,Paenibacillus sediminis,N,,,,OR,,
,A,2019-12-03,,,,,,642277,Paenibacillus sanguinis,P,978806,Paenibacillus sanguinis,N,,,,OR,,
,A,2019-12-03,,,,,,642278,Paenibacillus salinicaeni,P,978807,Paenibacillus salinicaeni,N,,,,OR,,
,A,2019-12-03,,,,,,642279,Paenibacillus sacheonensis,P,978808,Paenibacillus sacheonensis,N,,,,OR,,
,A,2019-12-03,,,,,,642280,Paenibacillus sabinae,P,978809,Paenibacillus sabinae,N,,,,OR,,
,A,2019-12-03,,,,,,642281,Paenibacillus ruminocola,P,978810,Paenibacillus ruminocola,N,,,,OR,,
,A,2019-12-03,,,,,,642282,Paenibacillus rubinfantis,P,978811,Paenibacillus rubinfantis,N,,,,OR,,
,A,2019-12-03,,,,,,642283,Paenibacillus ripae,P,978812,Paenibacillus ripae,N,,,,OR,,
,A,2019-12-03,,,,,,642284,Paenibacillus riograndensis,P,978813,Paenibacillus riograndensis,N,,,,OR,,
,A,2019-12-03,,,,,,642285,Paenibacillus rigui,P,978814,Paenibacillus rigui,N,,,,OR,,
,A,2019-12-03,,,,,,642286,Paenibacillus rhizosphaerae,P,978815,Paenibacillus rhizosphaerae,N,,,,OR,,
,A,2019-12-03,,,,,,642287,Paenibacillus rhizoryzae,P,978816,Paenibacillus rhizoryzae,N,,,,OR,,
,A,2019-12-03,,,,,,642288,Paenibacillus rhizoplanae,P,978817,Paenibacillus rhizoplanae,N,,,,OR,,
,A,2019-12-03,,,,,,642289,Paenibacillus residui,P,978818,Paenibacillus residui,N,,,,OR,,
,A,2019-12-03,,,,,,642290,Paenibacillus relictisesami,P,978819,Paenibacillus relictisesami,N,,,,OR,,
,A,2019-12-03,,,,,,650195,Hapalosiphon delicatulus,P,988732,Hapalosiphon delicatulus,N,,,,OR,,
,A,2019-12-03,,,,,,650196,Hapalosiphon baronii,P,988733,Hapalosiphon baronii,N,,,,OR,,
,A,2019-12-03,,,,,,650197,Hapalosiphon arboreus,P,988734,Hapalosiphon arboreus,N,,,,OR,,
,A,2019-12-03,,,,,,650198,Haoranjiania flava,P,988735,Haoranjiania flava,N,,,,OR,,
,A,2019-12-03,,,,,,650199,Hanstruepera neustonica,P,988736,Hanstruepera neustonica,N,,,,OR,,
,A,2019-12-03,,,,,,650200,Hanstruepera crassostreae,P,988737,Hanstruepera crassostreae,N,,,,OR,,
,A,2019-12-03,,,,,,650201,Hansschlegelia zhihuaiae,P,988738,Hansschlegelia zhihuaiae,N,,,,OR,,
,A,2019-12-03,,,,,,650202,Hansschlegelia plantiphila,P,988739,Hansschlegelia plantiphila,N,,,,OR,,
,A,2019-12-03,,,,,,650203,Hansschlegelia beijingensis,P,988740,Hansschlegelia beijingensis,N,,,,OR,,
,A,2019-12-03,,,,,,650204,Hankyongella aquatica,P,988741,Hankyongella aquatica,N,,,,OR,,
,A,2019-12-03,,,,,,650205,Hamadaea tsunoensis,T,988743,Catellatispora tsunoense,N,,,,OR,,
,A,2019-12-03,,,,,,650205,Hamadaea tsunoensis,P,988742,Hamadaea tsunoensis,N,,,,OR,,
,A,2019-12-03,,,,,,650205,Hamadaea tsunoensis,T,988744,Catellatospora tsunoense,N,,,,OR,,
,A,2019-12-03,,,,,,650205,Hamadaea tsunoensis,T,988745,Catellatospora tsunoensis,N,,,,OR,,
,A,2019-12-03,,,,,,650206,Hamadaea flava,P,988746,Hamadaea flava,N,,,,OR,,
,A,2019-12-03,,,,,,650207,Halovulum dunhuangense,P,988747,Halovulum dunhuangense,N,,,,OR,,
,A,2019-12-03,,,,,,650208,Halovibrio variabilis,P,988748,Halovibrio variabilis,N,,,,OR,,
,A,2019-12-03,,,,,,650208,Halovibrio variabilis,T,988749,Halomonas variabilis,N,,,,OR,,
,A,2019-12-03,,,,,,650209,Halovibrio mesolongii,T,988751,Pseudomonas mesolongii,N,,,,OR,,
,A,2019-12-03,,,,,,650209,Halovibrio mesolongii,P,988750,Halovibrio mesolongii,N,,,,OR,,
,A,2019-12-03,,,,,,650210,Halovibrio denitrificans,P,988752,Halovibrio denitrificans,N,,,,OR,,
,A,2019-12-03,,,,,,650211,Halotia wernerae,P,988753,Halotia wernerae,N,,,,OR,,
,A,2019-12-03,,,,,,650212,Halotia longispora,P,988754,Halotia longispora,N,,,,OR,,
,A,2019-12-03,,,,,,650213,Halotia branconii,P,988755,Halotia branconii,N,,,,OR,,
,A,2019-12-03,,,,,,650214,Halothiobacillus kellyi,P,988756,Halothiobacillus kellyi,N,,,,OR,,
,A,2019-12-03,,,,,,650215,Halothermothrix orenii,P,988757,Halothermothrix orenii,N,,,,OR,,
,A,2019-12-03,,,,,,650216,Halotalea alkalilenta,P,988758,Halotalea alkalilenta,N,,,,OR,,
,A,2019-12-03,,,,,,650217,Halospirulina tapeticola,P,988759,Halospirulina tapeticola,N,,,,OR,,
,A,2019-12-03,,,,,,650218,Halospina denitrificans,P,988760,Halospina denitrificans,N,,,,OR,,
,A,2019-12-03,,,,,,653606,Flexibacter flexilis subsp. pelliculosus,P,993035,Flexibacter flexilis subsp. pelliculosus,N,,,,OR,,
,A,2019-12-03,,,,,,653607,Flexibacter flexilis,P,993036,Flexibacter flexilis,N,,,,OR,,
,A,2019-12-03,,,,,,652368,Archangium gephyra,T,991438,Chondromyces serpens,N,,,,OR,,
,A,2019-12-03,,,,,,652368,Archangium gephyra,T,991439,Myxococcus cerebriformis,N,,,,OR,,
,A,2019-12-03,,,,,,652369,Archangium disciforme,T,991441,Angiococcus disciformis,N,,,,OR,,
,A,2019-12-03,,,,,,652369,Archangium disciforme,T,991442,Cystobacter disciformis,N,,,,OR,,
,A,2019-12-03,,,,,,652369,Archangium disciforme,T,991443,Myxococcus disciformis,N,,,,OR,,
,A,2019-12-03,,,,,,652369,Archangium disciforme,P,991440,Archangium disciforme,N,,,,OR,,
,A,2019-12-03,,,,,,652370,Arcanobacterium wilhelmae,P,991444,Arcanobacterium wilhelmae,N,,,,OR,,
,A,2019-12-03,,,,,,652371,Arcanobacterium urinimassiliense,P,991445,Arcanobacterium urinimassiliense,N,,,,OR,,
,A,2019-12-03,,,,,,652372,Arcanobacterium pluranimalium,P,991446,Arcanobacterium pluranimalium,N,,,,OR,,
,A,2019-12-03,,,,,,652373,Arcanobacterium pinnipediorum,P,991447,Arcanobacterium pinnipediorum,N,,,,OR,,
,A,2019-12-03,,,,,,650008,Cloacibacterium normanense,P,988498,Cloacibacterium normanense,N,,,,OR,,
,A,2019-12-03,,,,,,650009,Cloacibacterium haliotis,P,988499,Cloacibacterium haliotis,N,,,,OR,,
,A,2019-12-03,,,,,,650010,Cloacibacterium caeni,P,988500,Cloacibacterium caeni,N,,,,OR,,
,A,2019-12-03,,,,,,650011,Cloacibacillus porcorum,P,988501,Cloacibacillus porcorum,N,,,,OR,,
,A,2019-12-03,,,,,,650012,Cloacibacillus evryensis,P,988502,Cloacibacillus evryensis,N,,,,OR,,
,A,2019-12-03,,,,,,650013,Clavisporangium rectum,P,988503,Clavisporangium rectum,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,P,988504,Clavibacter michiganensis subsp. tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,T,988505,Clavibacter michiganense subsp. tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,T,988506,Clavibacter michiganense tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,T,988507,Clavibacter michiganensis tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,T,988508,Corynebacterium michiganense subsp. tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650014,Clavibacter michiganensis subsp. tessellarius,T,988509,Corynebacterium michigense tessellarius,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988511,Aplanobacter sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988512,Bacterium sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988513,Clavibacter michiganense sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988514,Corynebacterium michiganense subsp. sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988515,Corynebacterium sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988516,Mycobacterium sepedonicum,N,,,,OR,,
,A,2019-12-03,,,,,,650015,Clavibacter michiganensis subsp. sepedonicus,T,988517,Phytomonas sepedonica,N,,,,OR,,
,A,2019-12-03,,,,,,647955,Acidithiobacillus ferrooxidans,T,985863,Thiobacillus ferrooxidans,N,,,,OR,,
,A,2019-12-03,,,,,,647956,Acidithiobacillus ferrivorans,P,985864,Acidithiobacillus ferrivorans,N,,,,OR,,
,A,2019-12-03,,,,,,647957,Acidithiobacillus ferriphilus,P,985865,Acidithiobacillus ferriphilus,N,,,,OR,,
,A,2019-12-03,,,,,,647958,Acidithiobacillus ferridurans,P,985866,Acidithiobacillus ferridurans,N,,,,OR,,
,A,2019-12-03,,,,,,647959,Acidithiobacillus cuprithermicus,P,985867,Acidithiobacillus cuprithermicus,N,,,,OR,,
,A,2019-12-03,,,,,,647960,Acidithiobacillus caldus,P,985868,Acidithiobacillus caldus,N,,,,OR,,
,A,2019-12-03,,,,,,647960,Acidithiobacillus caldus,T,985869,Thiobacillus caldus,N,,,,OR,,
,A,2019-12-03,,,,,,647961,Acidithiobacillus albertensis,T,985871,Thiobacillus albertensis,N,,,,OR,,
,A,2019-12-03,,,,,,647961,Acidithiobacillus albertensis,T,985872,Thiobacillus albertis,N,,,,OR,,
,A,2019-12-03,,,,,,647961,Acidithiobacillus albertensis,P,985870,Acidithiobacillus albertensis,N,,,,OR,,
,A,2019-12-03,,,,,,647962,Aciditerrimonas ferrireducens,P,985873,Aciditerrimonas ferrireducens,N,,,,OR,,
,A,2019-12-03,,,,,,647963,Acidisphaera rubrifaciens,P,985874,Acidisphaera rubrifaciens,N,,,,OR,,
,A,2019-12-03,,,,,,647964,Acidisoma tundrae,P,985875,Acidisoma tundrae,N,,,,OR,,
,A,2019-12-03,,,,,,647965,Acidisoma sibiricum,P,985876,Acidisoma sibiricum,N,,,,OR,,
