993633,R,2019-01-06,fitzgeraldjb,503139,thymectacin,0,,,503139,thymectacin,2ZRZ4TSW3F,,,
996016,R,2019-01-22,meyerstokesar,12026,rosanol,0,,,12026,rosanol,VK5ZHH2T3F,,,
998926,R,2019-03-03,miliarasn,505978,(4-amino-3-iodo)phenylalanyl-cyclo(cysteinyl-(3-iodo)tyrosyl-tryptophyl-lysyl-valyl-cysteinyl)threoninamide,0,,,505978,AP-102,EW91FWW4HC,,,
998944,Y,2019-03-03,miliarasn,505978,(4-amino-3-iodo)phenylalanyl-cyclo(cysteinyl-(3-iodo)tyrosyl-tryptophyl-lysyl-valyl-cysteinyl)threoninamide,(4-amino-3-iodo)phenylalanyl-cyclo(cysteinyl-(3-iodo)tyrosyl-tryptophyl-lysyl-valyl-cysteinyl)threoninamide,661724,P,505978,AP-102,(4-amino-3-iodo)phenylalanyl-cyclo(cysteinyl-(3-iodo)tyrosyl-tryptophyl-lysyl-valyl-cysteinyl)threoninamide,661724,T,
1004009,Y,2019-04-11,fitzgeraldjb,577319,"HtrA1 protein, zebrafish","HtrA1 protein, zebrafish",835601,P,577319,"HtrA1A protein, zebrafish","HtrA1 protein, zebrafish",835601,T,
1004011,Y,2019-04-11,fitzgeraldjb,577676,"Id2 protein, zebrafish","Id2 protein, zebrafish",836216,P,577676,"Id2a protein, zebrafish","Id2 protein, zebrafish",836216,T,
1004467,Y,2019-04-16,meyerstokesar,593696,"GLD2 protein, Xenopus","GLD2 protein, Xenopus",872219,P,593696,"TENT2 protein, Xenopus","GLD2 protein, Xenopus",872219,T,
1004015,Y,2019-04-11,fitzgeraldjb,578237,"Hoxd13 protein, zebrafish","Hoxd13 protein, zebrafish",837256,P,578237,"Hoxd13a protein, zebrafish","Hoxd13 protein, zebrafish",837256,T,
1004017,Y,2019-04-11,fitzgeraldjb,581578,"invadolysin protein, zebrafish","invadolysin protein, zebrafish",845351,P,581578,"lmln protein, zebrafish","invadolysin protein, zebrafish",845351,T,
1004019,Y,2019-04-11,fitzgeraldjb,581624,"Jip3 protein, zebrafish","Jip3 protein, zebrafish",845518,P,581624,"mapk8ip3 protein, zebrafish","Jip3 protein, zebrafish",845518,T,
1004469,Y,2019-04-16,meyerstokesar,593999,"elavl2-a protein, Xenopus","elavl2-a protein, Xenopus",683101,P,593999,"elavl2 protein, Xenopus","elavl2-a protein, Xenopus",683101,T,
1004471,Y,2019-04-16,meyerstokesar,594710,"Chibby protein, Xenopus","Chibby protein, Xenopus",874158,P,594710,"Cby1 protein, Xenopus","Chibby protein, Xenopus",874158,T,
1004473,Y,2019-04-16,meyerstokesar,595059,"Cav2.1 protein, Xenopus","Cav2.1 protein, Xenopus",874867,P,595059,"CACNA1A protein, Xenopus","Cav2.1 protein, Xenopus",874867,T,
1004477,Y,2019-04-16,fitzgeraldjb,599213,"kinesin 12 protein, zebrafish","kinesin 12 protein, zebrafish",883025,P,599213,"KIF15 protein, zebrafish","kinesin 12 protein, zebrafish",883025,T,
1004479,Y,2019-04-16,fitzgeraldjb,606650,"Lbh-like protein, zebrafish","Lbh-like protein, zebrafish",898889,P,606650,"lbhl protein, zebrafish","Lbh-like protein, zebrafish",898889,T,
993055,R,2019-01-02,meyerstokesar,619007,ublituximab,0,,,619007,ublituximab,U59UGK3IPC,,,
993057,R,2019-01-02,meyerstokesar,619415,GDC-0853,0,,,619415,GDC-0853,E9L2885WUL,,,
993059,R,2019-01-02,meyerstokesar,619443,sevuparin,0,,,619443,sevuparin,7C17NQF03M,,,
993061,R,2019-01-02,meyerstokesar,619444,vanucizumab,0,,,619444,vanucizumab,B800Z06O8K,,,
993063,R,2019-01-02,meyerstokesar,619648,tefuryltrione,0,,,619648,tefuryltrione,31009O776L,,,
993065,R,2019-01-02,meyerstokesar,619703,salamide,0,,,619703,salamide,3A52O8YREJ,,,
993067,R,2019-01-02,fitzgeraldjb,434445,1-adamantanol,0,,,434445,1-adamantanol,P9J0B0C8ZB,,,
993069,R,2019-01-02,fitzgeraldjb,434459,NNC 11-1314,0,,,434459,NNC 11-1314,U5O2Z0U35Q,,,
990187,R,2018-12-10,meyerstokesar,598434,tildrakizumab,0,,,598434,tildrakizumab,DEW6X41BEK,,,
990189,R,2018-12-10,meyerstokesar,598601,2-(2-hydroxyethyl)pyridine,0,,,598601,2-(2-hydroxyethyl)pyridine,4G94J9B8JR,,,
990191,R,2018-12-10,meyerstokesar,598618,mirogabalin,0,,,598618,mirogabalin,S7LK2KDM5U,,,
990193,R,2018-12-10,meyerstokesar,598619,trilobatin,0,,,598619,trilobatin,23298I791N,,,
990195,R,2018-12-10,meyerstokesar,598663,"3,4-pyridinedicarboxylic acid",0,,,598663,"3,4-pyridinedicarboxylic acid",7389UZW5DY,,,
990197,R,2018-12-10,meyerstokesar,598705,1-amino-4-methylpiperazine,0,,,598705,1-amino-4-methylpiperazine,J5GBT1LFT2,,,
990199,R,2018-12-10,meyerstokesar,598710,4-methylpiperidine,0,,,598710,4-methylpiperidine,EV6HN6HDP8,,,
990201,R,2018-12-10,meyerstokesar,598729,"2,2'',3,4'',5,5'',6-heptachlorobiphenyl",0,,,598729,"2,2'',3,4'',5,5'',6-heptachlorobiphenyl",CIP7BRA48E,,,
990203,R,2018-12-10,meyerstokesar,598757,crolibulin,0,,,598757,crolibulin,9ENT43KY91,,,
990205,R,2018-12-10,meyerstokesar,598891,ligelizumab,0,,,598891,ligelizumab,L8LE0L691T,,,
990207,R,2018-12-10,meyerstokesar,598994,"2,5-dimethylhexane",0,,,598994,"2,5-dimethylhexane",PCS13D63P8,,,
990209,R,2018-12-10,meyerstokesar,599051,Profilnine SD,0,,,599051,Profilnine SD,FW411QXD5M,,,
990211,R,2018-12-10,meyerstokesar,599090,samidin,0,,,599090,samidin,H96WTV8SM2,,,
990213,R,2018-12-10,meyerstokesar,599268,gamma-terpineol,0,,,599268,gamma-terpineol,5PH9U7XEWS,,,
990215,R,2018-12-10,meyerstokesar,599308,N-(2-aminoethyl)acetamide,0,,,599308,N-(2-aminoethyl)acetamide,FQL33V3KZD,,,
990217,R,2018-12-10,meyerstokesar,599329,berteroin,0,,,599329,berteroin,0L0K74BW6T,,,
1005432,Y,2019-04-18,fitzgeraldjb,513141,"oko meduzy protein, zebrafish","oko meduzy protein, zebrafish",680870,P,513141,"Crb2a protein, zebrafish","oko meduzy protein, zebrafish",680870,T,
1005436,Y,2019-04-18,fitzgeraldjb,513344,"Nip3a protein, zebrafish","Nip3a protein, zebrafish",681190,P,513344,"bnip3lb protein, zebrafish","Nip3a protein, zebrafish",681190,T,
1005438,Y,2019-04-18,fitzgeraldjb,513831,"obscurin protein, zebrafish","obscurin protein, zebrafish",682585,P,513831,"obscna protein, zebrafish","obscurin protein, zebrafish",682585,T,
1005440,Y,2019-04-18,fitzgeraldjb,514224,"OR3 protein, zebrafish","OR3 protein, zebrafish",684314,P,514224,"or128-5 protein, zebrafish","OR3 protein, zebrafish",684314,T,
1005442,Y,2019-04-18,fitzgeraldjb,514486,"Nrz protein, zebrafish","Nrz protein, zebrafish",685313,P,514486,"bcl2l10 protein, zebrafish","Nrz protein, zebrafish",685313,T,
1005444,Y,2019-04-18,fitzgeraldjb,515870,"nyctalopin protein, zebrafish","nyctalopin protein, zebrafish",688714,P,515870,"NYX protein, zebrafish","nyctalopin protein, zebrafish",688714,T,
1002946,Y,2019-04-07,fitzgeraldjb,512036,"Fep15 protein, zebrafish","Fep15 protein, zebrafish",678664,P,512036,"selenoe protein, zebrafish","Fep15 protein, zebrafish",678664,T,
1002948,Y,2019-04-07,fitzgeraldjb,513590,"fat-free protein, zebrafish","fat-free protein, zebrafish",681704,P,513590,"vps51 protein, zebrafish","fat-free protein, zebrafish",681704,T,
1002950,Y,2019-04-07,fitzgeraldjb,516059,"GATA2 protein, zebrafish","GATA2 protein, zebrafish",689126,P,516059,"Gata2a protein, zebrafish","GATA2 protein, zebrafish",689126,T,
1003637,R,2019-04-11,meyerstokesar,476451,"RTT101 protein, S cerevisiae",EC 6.3.2.19,,,476451,"RTT101 protein, S cerevisiae",0,,,
1002954,Y,2019-04-07,fitzgeraldjb,517774,"Fgf8 protein, zebrafish","Fgf8 protein, zebrafish",693160,P,517774,"fgf8a protein, zebrafish","Fgf8 protein, zebrafish",693160,T,
1002956,Y,2019-04-07,fitzgeraldjb,518611,"fascin 2 protein, zebrafish","fascin 2 protein, zebrafish",694984,P,518611,"fscn2b protein, zebrafish","fascin 2 protein, zebrafish",694984,T,
1002958,Y,2019-04-07,fitzgeraldjb,519055,"fibin protein, zebrafish","fibin protein, zebrafish",696133,P,519055,"fibinb protein, zebrafish","fibin protein, zebrafish",696133,T,
1002960,Y,2019-04-07,fitzgeraldjb,520413,"Fgf10 protein, zebrafish","Fgf10 protein, zebrafish",700009,P,520413,"fgf10a protein, zebrafish","Fgf10 protein, zebrafish",700009,T,
1002962,Y,2019-04-07,fitzgeraldjb,525959,"fleer protein, zebrafish","fleer protein, zebrafish",713288,P,525959,"flr protein, zebrafish","fleer protein, zebrafish",713288,T,
1003639,R,2019-04-11,meyerstokesar,480739,"CUL3 protein, S cerevisiae",EC 6.3.2.19,,,480739,"CUL3 protein, S cerevisiae",0,,,
1002966,Y,2019-04-07,fitzgeraldjb,532501,"gravin protein, zebrafish","gravin protein, zebrafish",729206,P,532501,"akap12b protein, zebrafish","gravin protein, zebrafish",729206,T,
1002968,Y,2019-04-07,fitzgeraldjb,532743,"fukutin-related protein, zebrafish","fukutin-related protein, zebrafish",729810,P,532743,"FKRP protein, zebrafish","fukutin-related protein, zebrafish",729810,T,
1003641,R,2019-04-11,meyerstokesar,481618,"ptr3 protein, S pombe",EC 6.3.2.19,,,481618,"ptr3 protein, S pombe",0,,,
1002972,Y,2019-04-07,fitzgeraldjb,533681,"Foxj1 protein, zebrafish","Foxj1 protein, zebrafish",731778,P,533681,"Foxj1a protein, zebrafish","Foxj1 protein, zebrafish",731778,T,
1003645,R,2019-04-11,meyerstokesar,485954,"RAD18 protein, human",EC 6.3.2.19,,,485954,"RAD18 protein, human",0,,,
1002976,Y,2019-04-07,fitzgeraldjb,534385,"Foxj1.2 protein, zebrafish","Foxj1.2 protein, zebrafish",733441,P,534385,"Foxj1b protein, zebrafish","Foxj1.2 protein, zebrafish",733441,T,
1003648,R,2019-04-11,meyerstokesar,488756,"ATP1A3 protein, human",EC 3.6.3.9,,,488756,"ATP1A3 protein, human",0,,,
1002980,Y,2019-04-07,fitzgeraldjb,539341,"Fibp1 protein, zebrafish","Fibp1 protein, zebrafish",748137,P,539341,"fibpa protein, zebrafish","Fibp1 protein, zebrafish",748137,T,
1002982,Y,2019-04-07,fitzgeraldjb,540570,"Foxg1 protein, zebrafish","Foxg1 protein, zebrafish",751126,P,540570,"foxg1a protein, zebrafish","Foxg1 protein, zebrafish",751126,T,
1002984,Y,2019-04-07,fitzgeraldjb,542261,"GABARAP protein, zebrafish","GABARAP protein, zebrafish",755117,P,542261,"gabarapa protein, zebrafish","GABARAP protein, zebrafish",755117,T,
1002986,Y,2019-04-07,fitzgeraldjb,543742,"gpr126 protein, Zebrafish","gpr126 protein, Zebrafish",758229,P,543742,"stx7l protein, zebrafish","gpr126 protein, Zebrafish",758229,T,
1002988,Y,2019-04-07,fitzgeraldjb,546910,"frizzled-6 protein, zebrafish","frizzled-6 protein, zebrafish",765388,P,546910,"fzd6 protein, zebrafish","frizzled-6 protein, zebrafish",765388,T,
1002990,Y,2019-04-07,fitzgeraldjb,549840,"GPER protein, zebrafish","GPER protein, zebrafish",772278,P,549840,"gper1 protein, zebrafish","GPER protein, zebrafish",772278,T,
1002992,Y,2019-04-07,fitzgeraldjb,550349,"FoxQ1 protein, zebrafish","FoxQ1 protein, zebrafish",773254,P,550349,"foxq1b protein, zebrafish","FoxQ1 protein, zebrafish",773254,T,
1002994,Y,2019-04-07,fitzgeraldjb,551735,"Gitrl protein, zebrafish","Gitrl protein, zebrafish",776449,P,551735,"Tnfsf18 protein, zebrafish","Gitrl protein, zebrafish",776449,T,
1003650,R,2019-04-11,meyerstokesar,492023,"Atp2c1 protein, rat",EC 3.6.3.8,,,492023,"Atp2c1 protein, rat",0,,,
1002998,Y,2019-04-07,fitzgeraldjb,551736,"Gitr protein, zebrafish","Gitr protein, zebrafish",776452,P,551736,"Tnfrsf18 protein, zebrafish","Gitr protein, zebrafish",776452,T,
1003652,R,2019-04-11,meyerstokesar,492024,"Atp2c1 protein, mouse",EC 3.6.3.8,,,492024,"Atp2c1 protein, mouse",EC 7.2.2.10,,,
1003002,Y,2019-04-07,fitzgeraldjb,551738,"Foxi3 protein, zebrafish","Foxi3 protein, zebrafish",776456,P,551738,"foxi3a protein, zebrafish","Foxi3 protein, zebrafish",776456,T,
1003004,Y,2019-04-07,fitzgeraldjb,553420,"FGFBP1 protein, zebrafish","FGFBP1 protein, zebrafish",780534,P,553420,"fgfbp1b protein, zebrafish","FGFBP1 protein, zebrafish",780534,T,
1003006,Y,2019-04-07,fitzgeraldjb,554833,"Foxp3 protein, zebrafish","Foxp3 protein, zebrafish",783550,P,554833,"foxp3a protein, zebrafish","Foxp3 protein, zebrafish",783550,T,
1003008,Y,2019-04-07,fitzgeraldjb,555405,"GPR177 protein, zebrafish","GPR177 protein, zebrafish",784773,P,555405,"wls protein, zebrafish","GPR177 protein, zebrafish",784773,T,
1003010,Y,2019-04-07,fitzgeraldjb,560200,"fukutin protein, zebrafish","fukutin protein, zebrafish",795182,P,560200,"FKTN protein, zebrafish","fukutin protein, zebrafish",795182,T,
1003654,R,2019-04-11,meyerstokesar,492213,"Cblb protein, rat",EC 6.3.2.19,,,492213,"Cblb protein, rat",0,,,
1003014,Y,2019-04-07,fitzgeraldjb,561292,"GHR1 protein, zebrafish","GHR1 protein, zebrafish",797423,P,561292,"ghra protein, zebrafish","GHR1 protein, zebrafish",797423,T,
1004927,Y,2019-04-17,fitzgeraldjb,501511,"mpp5 protein, zebrafish","mpp5 protein, zebrafish",651186,P,501511,"mpp5a protein, zebrafish","mpp5 protein, zebrafish",651186,T,
1004929,Y,2019-04-17,fitzgeraldjb,502901,"matrilin-3a protein, zebrafish","matrilin-3a protein, zebrafish",648857,P,502901,"matn3a protein, zebrafish","matrilin-3a protein, zebrafish",648857,T,
1004933,Y,2019-04-17,fitzgeraldjb,502902,"matrilin-3b protein, zebrafish","matrilin-3b protein, zebrafish",648859,P,502902,"matn3b protein, zebrafish","matrilin-3b protein, zebrafish",648859,T,
1004937,Y,2019-04-17,fitzgeraldjb,502903,"matrilin-4 protein, zebrafish","matrilin-4 protein, zebrafish",648861,P,502903,"matn4 protein, zebrafish","matrilin-4 protein, zebrafish",648861,T,
1004941,Y,2019-04-17,fitzgeraldjb,504027,"nanor protein, zebrafish","nanor protein, zebrafish",652965,P,504027,"nnr protein, zebrafish","nanor protein, zebrafish",652965,T,
1004945,Y,2019-04-17,fitzgeraldjb,506551,"netrin 4 protein, zebrafish","netrin 4 protein, zebrafish",663380,P,506551,"ntn4 protein, zebrafish","netrin 4 protein, zebrafish",663380,T,
989434,R,2018-12-02,miliarasn,120916,limonene-6-hydroxylase,EC 1.14.13.48,,,120916,limonene-6-hydroxylase,EC 1.14.14.51,,,
989436,R,2018-12-02,miliarasn,411125,N-methylcoclaurine 3'-hydroxylase CYP80B,EC 1.14.13.71,,,411125,N-methylcoclaurine 3'-hydroxylase CYP80B,EC 1.14.14.102,,,
989438,R,2018-12-02,miliarasn,426648,"ATP10A protein, human",EC 3.6.3.1,,,426648,"ATP10A protein, human",EC 7.6.2.1,,,
989440,R,2018-12-02,miliarasn,427643,"NDUFS4 protein, human",EC 1.6.5.3,,,427643,"NDUFS4 protein, human",EC 7.1.1.2,,,
989442,R,2018-12-02,miliarasn,436244,"KTN1 protein, Arabidopsis",EC 3.6.4.3,,,436244,"KTN1 protein, Arabidopsis",EC 5.6.1.1,,,
989444,R,2018-12-02,miliarasn,468009,"GAS-1 protein, C elegans",EC 1.6.5.3,,,468009,"GAS-1 protein, C elegans",EC 7.1.1.2,,,
989446,R,2018-12-02,miliarasn,470299,"SAE1 protein, human",EC 6.3.2.19,,,470299,"SAE1 protein, human",EC 6.2.1.45,,,
989448,R,2018-12-02,meyerstokesar,473995,wogonoside,0,,,473995,wogonoside,ETX4944Z3R,,,
989450,R,2018-12-02,miliarasn,488200,"NUO-1 protein, C elegans",EC 1.6.5.3,,,488200,"NUO-1 protein, C elegans",EC 7.1.1.2,,,
989452,R,2018-12-02,miliarasn,490179,"Atp6v0a4 protein, mouse",EC 3.6.3.14,,,490179,"Atp6v0a4 protein, mouse",EC 7.1.2.2,,,
989454,R,2018-12-02,miliarasn,491522,"OLI1 protein, S cerevisiae",EC 3.6.3.14,,,491522,"OLI1 protein, S cerevisiae",EC 7.1.2.2,,,
989456,R,2018-12-02,miliarasn,492562,"NDUFV2 protein, human",EC 1.6.5.3,,,492562,"NDUFV2 protein, human",EC 7.1.1.2,,,
989458,R,2018-12-02,miliarasn,493359,"Bcmo1 protein, mouse",EC 1.14.99.36,,,493359,"Bco1 protein, mouse",EC 1.13.11.63,,,
989460,R,2018-12-02,miliarasn,501306,"Ubc4 protein, S cerevisiae",EC 6.3.2.19,,,501306,"Ubc4 protein, S cerevisiae",EC 2.3.2.23,,,
989462,R,2018-12-02,miliarasn,509349,"Atg7 protein, human",EC 6.3.2.19,,,509349,"Atg7 protein, human",EC 6.2.1.45,,,
989464,R,2018-12-02,miliarasn,514240,"ATP6AP2 protein, rat",EC 3.6.3.14,,,514240,"ATP6AP2 protein, rat",0,,,
989466,R,2018-12-02,meyerstokesar,524618,TACI receptor-IgG Fc fragment fusion protein,0,,,524618,TACI receptor-IgG Fc fragment fusion protein,K3D9A0ICQ3,,,
989468,R,2018-12-02,miliarasn,540857,"NAT5 protein, S cerevisiae",EC 2.3.1.88,,,540857,"NAT5 protein, S cerevisiae",EC 2.3.1.258,,,
989470,R,2018-12-02,miliarasn,555810,"spastin protein, zebrafish",EC 3.6.4.3,,,555810,"spastin protein, zebrafish",EC 5.6.1.1,,,
989472,R,2018-12-02,miliarasn,570947,"Naa20 protein, mouse",EC 2.3.1.88,,,570947,"Naa20 protein, mouse",EC 2.3.1.254,,,
989474,R,2018-12-02,miliarasn,570952,"Naa35 protein, mouse",EC 2.3.1.88,,,570952,"Naa35 protein, mouse",EC 2.3.1.257,,,
989476,R,2018-12-02,miliarasn,579493,"NDUFB10 protein, human",EC 1.6.5.3,,,579493,"NDUFB10 protein, human",EC 7.1.1.2,,,
993817,R,2019-01-06,fitzgeraldjb,510368,5-methyl-2-pyridone,0,,,510368,5-methyl-2-pyridone,C173P2D70Y,,,
993819,R,2019-01-06,fitzgeraldjb,510549,3-hydroxyindole,0,,,510549,3-hydroxyindole,BZ24HY3WPJ,,,
993821,R,2019-01-06,fitzgeraldjb,510648,sulfodiphenylamine,0,,,510648,sulfodiphenylamine,6E5XPH8BY9,,,
993823,R,2019-01-06,fitzgeraldjb,510786,5-nitroso-8-quinolinol,0,,,510786,5-nitroso-8-quinolinol,P302KW5VDN,,,
993825,R,2019-01-06,fitzgeraldjb,510814,1-nonanethiol,0,,,510814,1-nonanethiol,39LG2ETV2J,,,
993827,R,2019-01-06,fitzgeraldjb,510889,"1,5-diaminonaphthalene",0,,,510889,"1,5-diaminonaphthalene",13PD3J52LK,,,
993829,R,2019-01-06,fitzgeraldjb,510955,iratumumab,0,,,510955,iratumumab,AYH22O1B1U,,,
993831,R,2019-01-06,fitzgeraldjb,510961,N-lactoylethanolamine,0,,,510961,N-lactoylethanolamine,900T44YNC7,,,
993833,R,2019-01-06,fitzgeraldjb,510964,monascorubramine,0,,,510964,monascorubramine,WQ3PS53E2U,,,
993835,R,2019-01-06,fitzgeraldjb,510995,ochromycinone,0,,,510995,ochromycinone,CKZ6P7I25M,,,
993837,R,2019-01-06,fitzgeraldjb,511015,oxynitidine,0,,,511015,oxynitidine,1WH82UJD2G,,,
993839,R,2019-01-06,fitzgeraldjb,511091,"3-(hydroxymethyl)-3,4,4-trimethyl-1,2-dioxetane",0,,,511091,"3-(hydroxymethyl)-3,4,4-trimethyl-1,2-dioxetane",91LL1POM7N,,,
993841,R,2019-01-06,fitzgeraldjb,511092,"2,3-dibromopropene",0,,,511092,"2,3-dibromopropene",8DNE7K7Z6P,,,
993843,R,2019-01-06,fitzgeraldjb,511167,nonanenitrile,0,,,511167,nonanenitrile,6Q10KP3P20,,,
993845,R,2019-01-06,fitzgeraldjb,511205,uniconazole-P,0,,,511205,uniconazole-P,2T880R8S46,,,
993847,R,2019-01-06,fitzgeraldjb,511261,"2-((5,7-dipropyl-3-(trifluoromethyl)-1,2-benzisoxazol-6-yl)oxy)-2-methylpropanoic acid",0,,,511261,"2-((5,7-dipropyl-3-(trifluoromethyl)-1,2-benzisoxazol-6-yl)oxy)-2-methylpropanoic acid",6Z77FY8ZWZ,,,
993849,R,2019-01-06,fitzgeraldjb,511314,vacciniin,0,,,511314,vacciniin,X76EOC769A,,,
993851,R,2019-01-06,fitzgeraldjb,511375,4-phenylbutanol,0,,,511375,4-phenylbutanol,Q5ORZ1321G,,,
993853,R,2019-01-06,fitzgeraldjb,511376,5-phenylpentanol,0,,,511376,5-phenylpentanol,63AX6O7ZXD,,,
993855,R,2019-01-06,fitzgeraldjb,511669,neocimicigenoside A,0,,,511669,neocimicigenoside A,2AQC6W8Q5J,,,
993857,R,2019-01-06,fitzgeraldjb,511670,neocimicigenoside B,0,,,511670,neocimicigenoside B,9VI6RV891W,,,
993859,R,2019-01-06,fitzgeraldjb,511839,alpha-furil,0,,,511839,alpha-furil,3AFE4C3P1F,,,
993861,R,2019-01-06,fitzgeraldjb,511855,"2,2'',3,3'',4,4'',6,6''-octabromodiphenyl ether",0,,,511855,"2,2'',3,3'',4,4'',6,6''-octabromodiphenyl ether",1SD9VS79J1,,,
993863,R,2019-01-06,fitzgeraldjb,511895,ertumaxomab,0,,,511895,ertumaxomab,L5L45YGP1O,,,
993865,R,2019-01-06,fitzgeraldjb,512001,3-(1-pyridinio)-1-propanesulfonate,0,,,512001,3-(1-pyridinio)-1-propanesulfonate,QN4I6AI9EK,,,
993867,R,2019-01-06,fitzgeraldjb,512043,bis(trimethoxysilylpropyl)amine,0,,,512043,bis(trimethoxysilylpropyl)amine,6H96M8992G,,,
993869,R,2019-01-06,fitzgeraldjb,512046,"2,2'',3,3'',4,5,5'',6,6''-nonabromodiphenyl ether",0,,,512046,"2,2'',3,3'',4,5,5'',6,6''-nonabromodiphenyl ether",NA2125E3OC,,,
993871,R,2019-01-06,fitzgeraldjb,512132,4-vinylaniline,0,,,512132,4-vinylaniline,N5W976JK5I,,,
993873,R,2019-01-06,fitzgeraldjb,512159,"N-(3-fluoro-4-(2-(propylamino)ethoxy)phenyl)-4,5,6,7-tetrahydro-4-oxo-1H-indole-3-carboxamide",0,,,512159,"N-(3-fluoro-4-(2-(propylamino)ethoxy)phenyl)-4,5,6,7-tetrahydro-4-oxo-1H-indole-3-carboxamide",F8CYO0R7I1,,,
993875,R,2019-01-06,fitzgeraldjb,512191,"1,3,5-hexatriene",0,,,512191,"1,3,5-hexatriene",6WCH7CH656,,,
993877,R,2019-01-06,fitzgeraldjb,512377,etofesalamide,0,,,512377,etofesalamide,PBU17UCX05,,,
993879,R,2019-01-06,fitzgeraldjb,512391,"4-(1-phenylethyl)-1,3-benzenediol",0,,,512391,"4-(1-phenylethyl)-1,3-benzenediol",G37UFG162O,,,
993881,R,2019-01-06,fitzgeraldjb,512433,"1,3-dihydro-1-phenyl-3-((3-(trifluoromethyl)phenyl)imino)-2H-indol-2-one",0,,,512433,"1,3-dihydro-1-phenyl-3-((3-(trifluoromethyl)phenyl)imino)-2H-indol-2-one",J4DRJ9BFS1,,,
993883,R,2019-01-06,fitzgeraldjb,512486,"alpha-methyl-3,4-methylene-dioxyhydrocinnamic aldehyde",0,,,512486,"alpha-methyl-3,4-methylene-dioxyhydrocinnamic aldehyde",L65EG8H6PA,,,
1001809,Y,2019-04-01,fitzgeraldjb,491312,"Mist1 protein, mouse","Mist1 protein, mouse",592031,P,491312,"Bhlha15 protein, mouse","Mist1 protein, mouse",592031,T,
1004531,Y,2019-04-16,fitzgeraldjb,546330,"Kdm6b.1 protein, zebrafish","Kdm6b.1 protein, zebrafish",764086,P,546330,"kdm6bb protein, zebrafish","Kdm6b.1 protein, zebrafish",764086,T,
1001813,Y,2019-04-01,meyerstokesar,536293,Joubert syndrome 1,Joubert syndrome 1,738872,P,536293,Agenesis of Cerebellar Vermis,Joubert syndrome 1,738872,T,
1004533,Y,2019-04-16,fitzgeraldjb,552213,"Kctd15 protein, zebrafish","Kctd15 protein, zebrafish",777570,P,552213,"kctd15b protein, zebrafish","Kctd15 protein, zebrafish",777570,T,
1001817,Y,2019-04-01,meyerstokesar,536425,Split-Hand-Foot Malformation With Long Bone Deficiency 1,Split-Hand-Foot Malformation With Long Bone Deficiency 1,889114,P,536425,Split-hand-foot malformation with long bone deficiency,Split-Hand-Foot Malformation With Long Bone Deficiency 1,889114,T,
1024066,W,2019-07-10,fitzgeraldjb,632221,"(11C)-( )-4-propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho(1,2-b)(1,4)oxazin-9-ol","(11C)-( )-4-propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho(1,2-b)(1,4)oxazin-9-ol",963317,P,632221,"(11C)-(+)-4-propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho(1,2-b)(1,4)oxazin-9-ol","(11C)-(+)-4-propyl-3,4,4a,5,6,10b-hexahydro-2H-naphtho(1,2-b)(1,4)oxazin-9-ol",963400,P,
1012879,Y,2019-05-29,meyerstokesar,488974,"Dasra A protein, Xenopus","Dasra A protein, Xenopus",607623,P,488974,"cdca9 protein, Xenopus","Dasra A protein, Xenopus",607623,T,
1012881,Y,2019-05-29,meyerstokesar,488975,"DasraB protein, Xenopus","DasraB protein, Xenopus",607626,P,488975,"CDCA8 protein, Xenopus","DasraB protein, Xenopus",607626,T,
1012883,Y,2019-05-29,meyerstokesar,488976,"Toca-1 protein, Xenopus","Toca-1 protein, Xenopus",607629,P,488976,"FNBP1L protein, Xenopus","Toca-1 protein, Xenopus",607629,T,
1012885,Y,2019-05-29,meyerstokesar,488978,"XsalF protein, Xenopus","XsalF protein, Xenopus",607634,P,488978,"SALL2 protein, Xenopus","XsalF protein, Xenopus",607634,T,
1012887,Y,2019-05-29,meyerstokesar,489079,"NuMa protein, Xenopus","NuMa protein, Xenopus",607932,P,489079,"NUMA1 protein, Xenopus","NuMa protein, Xenopus",607932,T,
1012889,Y,2019-05-29,meyerstokesar,489125,"Hox 2.1 protein, Xenopus","Hox 2.1 protein, Xenopus",606375,P,489125,"HOXB5 protein, Xenopus","Hox 2.1 protein, Xenopus",606375,T,
1012891,Y,2019-05-29,meyerstokesar,489198,"FGF-3 protein, Xenopus","FGF-3 protein, Xenopus",608251,P,489198,"FGF3 protein, Xenopus","FGF-3 protein, Xenopus",608251,T,
1012893,Y,2019-05-29,meyerstokesar,489365,"SCL protein, Xenopus","SCL protein, Xenopus",608557,P,489365,"TAL1 protein, Xenopus","SCL protein, Xenopus",608557,T,
1012895,Y,2019-05-29,meyerstokesar,489429,"XR1 protein, Xenopus","XR1 protein, Xenopus",599546,P,489429,"BCL2L2 protein, Xenopus","XR1 protein, Xenopus",599546,T,
1012897,Y,2019-05-29,meyerstokesar,489446,"Xbub3 protein, Xenopus","Xbub3 protein, Xenopus",608717,P,489446,"Bub3 protein, Xenopus","Xbub3 protein, Xenopus",608717,T,
